city,state,2020 census,2020 land area,location,long,lat
Bend,Oregon,99178,87.0 km2,44°18′N 121°11′W﻿ / ﻿44.30°N 121.18°W,44.5,-121.3
Goodyear,Arizona,95294,495.5 km2,33°27′N 112°22′W﻿ / ﻿33.45°N 112.36°W,33.75,-112.6
Buckeye,Arizona,91502,"1,017.9 km2",33°22′N 112°35′W﻿ / ﻿33.37°N 112.59°W,33.61666666666667,-112.98333333333333
Daly City,California,104901,19.7 km2,37°42′N 122°28′W﻿ / ﻿37.70°N 122.46°W,38.166666666666664,-122.76666666666667
Fishers,Indiana,98977,92.2 km2,39°58′N 86°01′W﻿ / ﻿39.96°N 86.01°W,40.6,-86.01666666666667
Quincy,Massachusetts,101636,43.0 km2,42°15′N 71°00′W﻿ / ﻿42.25°N 71.00°W,42.416666666666664,-71.0
Davenport,Iowa,101724,165.2 km2,41°33′N 90°36′W﻿ / ﻿41.55°N 90.60°W,41.916666666666664,-91.0
Hesperia,California,99818,188.3 km2,34°25′N 117°19′W﻿ / ﻿34.41°N 117.31°W,34.68333333333333,-117.51666666666667
New Bedford,Massachusetts,101079,51.8 km2,41°38′N 70°56′W﻿ / ﻿41.64°N 70.93°W,42.06666666666667,-71.55
Lynn,Massachusetts,101253,27.7 km2,42°28′N 70°57′W﻿ / ﻿42.47°N 70.95°W,42.78333333333333,-71.58333333333333
Carmel,Indiana,99757,127.2 km2,39°35′N 86°36′W﻿ / ﻿39.58°N 86.60°W,39.96666666666667,-87.0
Longmont,Colorado,98885,74.6 km2,40°10′N 105°07′W﻿ / ﻿40.17°N 105.11°W,40.28333333333333,-105.18333333333334
Tuscaloosa,Alabama,99600,160.3 km2,33°13′N 87°32′W﻿ / ﻿33.21°N 87.53°W,33.35,-87.88333333333334
Norwalk,California,102773,25.1 km2,33°54′N 118°05′W﻿ / ﻿33.90°N 118.08°W,34.5,-118.13333333333334
