business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level,opening_hours
OPERATIONAL,"{'location': {'lat': 37.053021, 'lng': -122.069374}, 'viewport': {'northeast': {'lat': 37.0543713302915, 'lng': -122.0680888197085}, 'southwest': {'lat': 37.0516733697085, 'lng': -122.0707867802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Round Table Pizza,"[{'height': 2970, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105941366411393801920"">Kurt Leal</a>'], 'photo_reference': 'AW30NDxoM-ChCsQJPxBtDKPakTvUprHDSxf9ZuKiHcQJ2tP3aaLezjZYl3U3G3iN1l3nakNIvDQRwyB1JZpBlHfe5qrmb8_2WkJQQ2cgxcRT9lOK-AErX6w76EaNpRLBrdff6rVRIquiqSO5u3IvTERKfRq7Mfg3UT3aPE20irohzB8qPofk', 'width': 4020}]",ChIJ31GtBr1GjoAR_r2zFb--M5U,"{'compound_code': '3W3J+67 Felton, CA, USA', 'global_code': '849V3W3J+67'}",4.2,ChIJ31GtBr1GjoAR_r2zFb--M5U,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",163.0,"6267 Graham Hill Road, Felton",,2.0,{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.06053480000001, 'lng': -122.079997}, 'viewport': {'northeast': {'lat': 37.0619121802915, 'lng': -122.0785245697085}, 'southwest': {'lat': 37.0592142197085, 'lng': -122.0812225302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Castelli's Deli Cafe,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116105647949470044621"">Lil Bloo</a>'], 'photo_reference': 'AW30NDxM8PR-MnWco2wLZ1xgmVb-PqB36m3uyNcgV3J44yM3L8gb83VGi7bulLdH0hOCfSkH280zu47TlYzBeYCTZu5z3ewW7xL_-_R7Du3uMXzKXJxig7jX12r6IdfQr9j8fjg7yM17-gO9eDescRmgJ-FYZWzp0FCRoOGvUvXGXOFk1nIC', 'width': 5312}]",ChIJL-hsyJxGjoAROH95gyVr_Ac,"{'compound_code': '3W6C+62 Felton, CA, USA', 'global_code': '849V3W6C+62'}",4.7,ChIJL-hsyJxGjoAROH95gyVr_Ac,GOOGLE,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']",125.0,"6965 Highway 9, Felton",,1.0,{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.0618798, 'lng': -122.0063718}, 'viewport': {'northeast': {'lat': 37.0631156302915, 'lng': -122.0050197697085}, 'southwest': {'lat': 37.0604176697085, 'lng': -122.0077177302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Carl's Jr.,"[{'height': 694, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112615922993259905716"">Carl&#39;s Jr.</a>'], 'photo_reference': 'AW30NDyeEyyZMWrCV-5GnqeZe638DfdZcwl7hH0XTjjDkDUFrrzuiDPCrX7Jj9gv6KZFjZdnD2wE5IQSMtdFeezE-wCzMebqxZ56rxN0B7f2nQtaqHAO8dR_YdpBBjamdHYUVq5S4bek0QSRQAE8rw1H38kGPPohXsOG3Z-AVCPUhJ7imFx4', 'width': 1234}]",ChIJ0TcCoU9HjoARF0IMBYNirYA,"{'compound_code': '3X6V+QF Scotts Valley, CA, USA', 'global_code': '849V3X6V+QF'}",3.7,ChIJ0TcCoU9HjoARF0IMBYNirYA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",341.0,"5620 Scotts Valley Drive, Scotts Valley",,1.0,{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.046304, 'lng': -122.0263226}, 'viewport': {'northeast': {'lat': 37.0476190802915, 'lng': -122.0251133697085}, 'southwest': {'lat': 37.0449211197085, 'lng': -122.0278113302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Thai Heart,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117802948582077482996"">Andrew Hartman</a>'], 'photo_reference': 'AW30NDxIoOS3kReCrd7iJgM5MGs-qUv_bl3toPfs-p77qhRsr3mJb3suBkBnGla918kEz5ohdptnH4Bz0MwVg388XAMvXDIT98Ohdqbgg2PxBcPJg2UrFixzyiWvtN23Q4JboFHpN4bJuUt3Hzn0cMmV9ybjxlMqldHDWvxAOa4jZyYq9YM_', 'width': 3264}]",ChIJuTREZs1AjoARrP38c19UAeo,"{'compound_code': '2XWF+GF Scotts Valley, CA, USA', 'global_code': '849V2XWF+GF'}",4.4,ChIJuTREZs1AjoARrP38c19UAeo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",101.0,"218 Mount Hermon Road, Scotts Valley",,,{'open_now': False}
OPERATIONAL,"{'location': {'lat': 37.04382409999999, 'lng': -122.0248984}, 'viewport': {'northeast': {'lat': 37.0451461802915, 'lng': -122.0234685697085}, 'southwest': {'lat': 37.0424482197085, 'lng': -122.0261665302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,The Redwood Sandwich Co,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112929366529784885572"">Erik M</a>'], 'photo_reference': 'AW30NDxCh-C-gK5F57bQ2i9LBbtp9TvInS1DajooP5e7KOmeAVQglt3qaJNd8TmqOVTwNNlUhmEiYVxOF2NLXf3FN96OcjhTbxOerHKQgxZWE3BELrKVzYpqu5Y_NMeEMiG3xYyVvjqbpNTOhmVqL77i9xvM_CWLTMG7s6XSQk42HqOjX5xj', 'width': 2448}]",ChIJH_SL181AjoARWCzVIzSkwK4,"{'compound_code': '2XVG+G2 Scotts Valley, CA, USA', 'global_code': '849V2XVG+G2'}",4.6,ChIJH_SL181AjoARWCzVIzSkwK4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",428.0,"3105 Scotts Valley Drive suite b, Scotts Valley",,1.0,{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.04238059999999, 'lng': -122.0251111}, 'viewport': {'northeast': {'lat': 37.0436956802915, 'lng': -122.0236364697085}, 'southwest': {'lat': 37.0409977197085, 'lng': -122.0263344302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,La Chimichanga Cantina,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106359979162045193328"">Nancy Barahona</a>'], 'photo_reference': 'AW30NDysnXm_Ght6GO9Bp8auLVk3PZIzVPCwOF1z94xlSOhuPzCHk2yMVfiGHm53suf5CCHo577hDfzcjY_VJFe4Nbk4IG6PQxbilS5n4V2YRIvbgYoHXkkzXEhq7aCZHW7_UMWUvQyTO0cPTkf79O9iimDw1eCw0NPbxXRK5s2olOQ1-SwQ', 'width': 4032}]",ChIJAc35a85AjoARtWHw8Jc9qRc,"{'compound_code': '2XRF+XX Scotts Valley, CA, USA', 'global_code': '849V2XRF+XX'}",4.3,ChIJAc35a85AjoARtWHw8Jc9qRc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",409.0,"95 Mount Hermon Road, Scotts Valley",,2.0,{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.0524567, 'lng': -122.0679079}, 'viewport': {'northeast': {'lat': 37.0538272802915, 'lng': -122.0668144697085}, 'southwest': {'lat': 37.0511293197085, 'lng': -122.0695124302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sushi San,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105941366411393801920"">Kurt Leal</a>'], 'photo_reference': 'AW30NDwRcrmM0o6H_VqQq3-2tbpBcuGzE7eLbfWF2eV91EJnd6_SzonsEfN_ls73Z_jrGLix0uvsysb-QkJOq_sQGhl6TOOFJUCxAX7Sxf6Pn7LimP4fPHF8dx6-BTA05sjI8OFxJ6QEyzZpL_uBwuWhyR2eP7YpM6mxfxAh52xavl0VutE8', 'width': 4020}]",ChIJzxqCU7xGjoARQ7FefJs6ol4,"{'compound_code': '3W2J+XR Felton, CA, USA', 'global_code': '849V3W2J+XR'}",4.5,ChIJzxqCU7xGjoARQ7FefJs6ol4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",215.0,"6231 Graham Hill Road, Felton",,2.0,{'open_now': False}
OPERATIONAL,"{'location': {'lat': 37.130609, 'lng': -121.9793696}, 'viewport': {'northeast': {'lat': 37.1320613302915, 'lng': -121.9780050197085}, 'southwest': {'lat': 37.1293633697085, 'lng': -121.9807029802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Summit House Beer Garden & Grill,"[{'height': 2244, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116301567297278956996"">Noah Lowry</a>'], 'photo_reference': 'AW30NDztgFdRKuSa37tIOCxspziKCC0nDQ9352ZRQY8GSPYvMxObu3xFVsrQ7Hcd0CsmaENDW8AI02mkz04ZUSB9YTtjD_oTOGkyLRfRHhvnrsFF2az5fKZX6DMZEmnXsvtqS6JDPTkFU88wpsfxKmmXYpM4R6auEAH7W0iXxISHKwF3k7aO', 'width': 3725}]",ChIJOetf7Ro4joARNJG7CTnlyNo,"{'compound_code': '42JC+67 Los Gatos, CA, USA', 'global_code': '849W42JC+67'}",4.2,ChIJOetf7Ro4joARNJG7CTnlyNo,GOOGLE,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",409.0,"23123 Santa Cruz Highway, Los Gatos",,2.0,
OPERATIONAL,"{'location': {'lat': 37.0876351, 'lng': -122.0883347}, 'viewport': {'northeast': {'lat': 37.0889600302915, 'lng': -122.0871484197085}, 'southwest': {'lat': 37.0862620697085, 'lng': -122.0898463802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,La Placa Family Bakery,"[{'height': 1188, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111861977336706147353"">David Bassily</a>'], 'photo_reference': 'AW30NDz1Qf7A6_YDW4ItG7OZz5TdSy-HD3mzZf_7PVKVNsOSJAVXpRzsj1dV0jiImPpRcTV7x334eWcH015SIVC8DRxtwLgiNSVylhVwEERQf1K84r3lVtikxqfk09hIuNDCcMod6IKDznNV1uZun4--YWcBJ5QRNImseSGNjgNd5PeqjedT', 'width': 2576}]",ChIJJxn-u-BFjoAR35JL_7kF1IM,"{'compound_code': '3WQ6+3M Ben Lomond, CA, USA', 'global_code': '849V3WQ6+3M'}",4.7,ChIJJxn-u-BFjoAR35JL_7kF1IM,GOOGLE,"['bakery', 'cafe', 'meal_takeaway', 'grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",396.0,"9280 Highway 9, Ben Lomond",,2.0,{'open_now': False}
OPERATIONAL,"{'location': {'lat': 37.0873566, 'lng': -122.0889587}, 'viewport': {'northeast': {'lat': 37.0886300302915, 'lng': -122.0876170697085}, 'southwest': {'lat': 37.0859320697085, 'lng': -122.0903150302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Ristorante Casa Nostra,"[{'height': 384, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108859143421001612633"">Ristorante Casa Nostra</a>'], 'photo_reference': 'AW30NDx9SdoCoLg444vYNua2i8o9amzGlOcuU36KA2VCUzh4dsDpAesFZPkGWIBc8BaepwZfQiCmDoM1BE6aFSsjUHg8jHhOKLaTY00QTZznVFdtYQLvDNGoCK4ELaOBy-TPchigKf3HZxiIiDNN1xTXnndujMjg8OI4SUQNmQlLqYt5202c', 'width': 512}]",ChIJxTPeseBFjoARspzRPZAn3IA,"{'compound_code': '3WP6+WC Ben Lomond, CA, USA', 'global_code': '849V3WP6+WC'}",4.5,ChIJxTPeseBFjoARspzRPZAn3IA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",758.0,"9217 California 9, Ben Lomond",,2.0,{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.004545, 'lng': -122.025184}, 'viewport': {'northeast': {'lat': 37.0060217802915, 'lng': -122.0238432697085}, 'southwest': {'lat': 37.00332381970851, 'lng': -122.0265412302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,The Hollins House Weddings & Events,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112351234324931005207"">Irma B</a>'], 'photo_reference': 'AW30NDxqgbH7KYfBrpm_zTH6JYwSOEHFeuPP33U668Um3lCRX512SdODoaDEICWdB6oY7DgZizM0I3d2yrI9-OjtG_AB84vqcp-270jvPPBDJTUjQqIG9Cx2PND469H5aaLUlsSsOSOe3hrE0bI32sZJQA1X79_mHPau4bNEEkGtF7jZlEn3', 'width': 4032}]",ChIJl6VeL1pAjoARa5WhH3nxy1w,"{'compound_code': '2X3F+RW Santa Cruz, CA, USA', 'global_code': '849V2X3F+RW'}",4.7,ChIJl6VeL1pAjoARa5WhH3nxy1w,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",66.0,"20 Clubhouse Road, Santa Cruz",,,{'open_now': False}
OPERATIONAL,"{'location': {'lat': 37.0437973, 'lng': -122.0250063}, 'viewport': {'northeast': {'lat': 37.0450993302915, 'lng': -122.0235388197085}, 'southwest': {'lat': 37.04240136970851, 'lng': -122.0262367802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Auntie Mame's,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110777968086066105229"">Rich Jones</a>'], 'photo_reference': 'AW30NDxSq91aAR45_pSRHx5k2MCo1lvT41hF_pyucMSGzcHdp8PLa5gzK80q5_ZWAt2kSQnlB2g6g9U-xWYdFNG_ciQeXvBSGpoKm1S7OmwxjSx7w7tirXzAtLl_k15X1O6WcK4IWCmaAes5XE-Gba6bCcHFmFiqikIDgr4h8hHjvhIcbS6M', 'width': 4000}]",ChIJkxyr181AjoAR4PZWwqcF4IQ,"{'compound_code': '2XVF+GX Scotts Valley, CA, USA', 'global_code': '849V2XVF+GX'}",4.5,ChIJkxyr181AjoAR4PZWwqcF4IQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",523.0,"3103 Scotts Valley Drive, Scotts Valley",,2.0,{'open_now': False}
OPERATIONAL,"{'location': {'lat': 37.04533889999999, 'lng': -122.0286474}, 'viewport': {'northeast': {'lat': 37.04677453029149, 'lng': -122.0272140697085}, 'southwest': {'lat': 37.04407656970849, 'lng': -122.0299120302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Tim's Express,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108416368302477186117"">Raye Ex2</a>'], 'photo_reference': 'AW30NDxDxOOPyyl9MfeCMaX572Zx2T9cLjg6vwFuqTmkxLpO-4J6fAiVrPVDIpgvFX5SSsyHgTp7_6huv4ZAtWiosT84W_-ShdmPcALf-wulXxiuaGMWW6BnCQjSoIdbSvbmUG3QZPsuTT1KiBRbLIAQH7wVX7HKNlw388siLWwqjLbuuWjU', 'width': 3264}]",ChIJf7n8mCxHjoARRC9Gp3ff4oA,"{'compound_code': '2XWC+4G Scotts Valley, CA, USA', 'global_code': '849V2XWC+4G'}",4.2,ChIJf7n8mCxHjoARRC9Gp3ff4oA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",52.0,"235 Mount Hermon Road, Scotts Valley",,,{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.04536639999999, 'lng': -122.0284914}, 'viewport': {'northeast': {'lat': 37.0467344302915, 'lng': -122.0270710197085}, 'southwest': {'lat': 37.0440364697085, 'lng': -122.0297689802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Otoro Sushi,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111793463864784715758"">Antonio Formacion</a>'], 'photo_reference': 'AW30NDxTgUx0bWjaSbjjYa8gbvmqxUMxTlcVFWTLZPOMC3PltRLwZl5Y3KhLGlp5BNYv96YqoZVyOzriu7tFqjMXjex2ejLF3drZOC26n7S13WKnqZJnlAXG6jd6eCTWK37p2mqGUPxo5C1Oy6Abj7nkPaw6AaRJ5R3HO7kW9Sr8BNRz7JFP', 'width': 1600}]",ChIJf7n8mCxHjoARAirruW0sgWM,"{'compound_code': '2XWC+4J Scotts Valley, CA, USA', 'global_code': '849V2XWC+4J'}",4.6,ChIJf7n8mCxHjoARAirruW0sgWM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",605.0,"235 Mount Hermon Road #G, Scotts Valley",,2.0,{'open_now': False}
OPERATIONAL,"{'location': {'lat': 37.036377, 'lng': -122.02253}, 'viewport': {'northeast': {'lat': 37.0377315302915, 'lng': -122.0210570697085}, 'southwest': {'lat': 37.0350335697085, 'lng': -122.0237550302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Mountain Mike's Pizza,"[{'height': 805, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105997376715356530486"">Mountain Mike&#39;s Pizza</a>'], 'photo_reference': 'AW30NDx6DXs86s5lDkBx0k7dFqURMJsrg5J0SR3YH7z81qlCUhXjh3XX90xIf-hYXRZqe8wKO7GlMfg0zAgJKF2OEINAoETvl8GyHdewetSVGDSaqY7UYt0HODMqeYrgHc_C5T2vgytu61SrUhWmC8FZ8J2CJE2rkUkPY9_HvI6oKSOsCi5J', 'width': 1431}]",ChIJO_bwNsRAjoAR48cbFqCdQPE,"{'compound_code': '2XPG+HX Scotts Valley, CA, USA', 'global_code': '849V2XPG+HX'}",4.2,ChIJO_bwNsRAjoAR48cbFqCdQPE,GOOGLE,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",187.0,"6006 La Madrona Drive unit c, Scotts Valley",,2.0,{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.0614317, 'lng': -122.0071186}, 'viewport': {'northeast': {'lat': 37.0627362802915, 'lng': -122.0056964697085}, 'southwest': {'lat': 37.0600383197085, 'lng': -122.0083944302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Starbucks,"[{'height': 5506, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111629251853424861344"">Dawid Otta</a>'], 'photo_reference': 'AW30NDxzEMqLk_vMP6BRbY4oI_NhTKLdN3bf1Fx6coeHv_m1mgIGR0lQknc9g-psgRsUtWtF4fD3g3ux7XQen18YIOjVyY4fITmKxD8jWOn7_GdRCfcTgRDj-wwPG-08Jvtsq3NjkXDmkAQvbgWLfxOa2B1tXh7kvoJfQC6OHC3mV8qTUIhF', 'width': 7536}]",ChIJeZ--D09HjoARjKEvmp_Y0x8,"{'compound_code': '3X6V+H5 Scotts Valley, CA, USA', 'global_code': '849V3X6V+H5'}",4.2,ChIJeZ--D09HjoARjKEvmp_Y0x8,GOOGLE,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",282.0,"5600 Scotts Valley Drive, Scotts Valley",,2.0,{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.046452, 'lng': -122.018731}, 'viewport': {'northeast': {'lat': 37.04785253029149, 'lng': -122.0174915197085}, 'southwest': {'lat': 37.04515456970849, 'lng': -122.0201894802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Malone's Grille,"[{'height': 1702, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112492549922455946798"">Malone&#39;s Grille</a>'], 'photo_reference': 'AW30NDy_UBEIVqGVQH6o-cVXevYZ5PpBRh_mDU4BO_jxFQQ0EUHfSL6LqYAhpQ14CHnG2b9moay3XJNZgHLWCrpbE_erdkg4dqAtap6rVio8DpXpChWp03kGXQDunNv7pIyT1TQnhvj0Mq9azNxn1soXFTvCtdk-AifZMdYlo5pLQQEskgHm', 'width': 3024}]",ChIJ6_cTtstAjoARw10TM7CNL54,"{'compound_code': '2XWJ+HG Scotts Valley, CA, USA', 'global_code': '849V2XWJ+HG'}",4.2,ChIJ6_cTtstAjoARw10TM7CNL54,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",417.0,"4402 Scotts Valley Drive, Scotts Valley",,2.0,{'open_now': False}
OPERATIONAL,"{'location': {'lat': 37.052694, 'lng': -122.037849}, 'viewport': {'northeast': {'lat': 37.0539823802915, 'lng': -122.0365932197085}, 'southwest': {'lat': 37.0512844197085, 'lng': -122.0392911802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Heavenly Roadside Café,"[{'height': 2880, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115376166905621573001"">P Largo</a>'], 'photo_reference': 'AW30NDzFetbQlZeZW-Ha4wR2QuZAlrEatr0WEAHOZcrcxotty_H02e8ZX1d3lieofiVMWfV-fv6UlEIZsdHi5iLRTtT5_2at63yC3Wcxdb86YUtGd194R38ktk3Gf1rqrPekrZaTFCd7FZEfGTY9R4J7OclmVsAonaymJ6KvhKDcX4afhHuw', 'width': 2160}]",ChIJ83i2HihHjoARzO2R1cwIAbc,"{'compound_code': '3X36+3V Scotts Valley, CA, USA', 'global_code': '849V3X36+3V'}",4.5,ChIJ83i2HihHjoARzO2R1cwIAbc,GOOGLE,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",589.0,"1210 Mount Hermon Road, Scotts Valley",,2.0,{'open_now': False}
OPERATIONAL,"{'location': {'lat': 37.0504446, 'lng': -122.0156255}, 'viewport': {'northeast': {'lat': 37.0517118302915, 'lng': -122.0141344697085}, 'southwest': {'lat': 37.0490138697085, 'lng': -122.0168324302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rumble Fish,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107035929595681610832"">Lainey Cameron</a>'], 'photo_reference': 'AW30NDwWF4DA7VQ7lRJ3ojSl0Riad6xh-tdcf4CopUXmqARrI08kIxmqcxXT9PPGmQlLqJe4rp6EImnJqQ_tq4FgNlSU7NYPC0uSw7VDBoGT7oPVX6sUqsqxYvTlwras69r5zR_-Lld2DADyOPCAivV2T4dVR8BZyScFritnv_G9NEKNXWq7', 'width': 3024}]",ChIJ7-BHqMpAjoARzdXP0hVve7E,"{'compound_code': '3X2M+5P Scotts Valley, CA, USA', 'global_code': '849V3X2M+5P'}",4.5,ChIJ7-BHqMpAjoARzdXP0hVve7E,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",445.0,"4727 Scotts Valley Drive, Scotts Valley",,2.0,{'open_now': False}
OPERATIONAL,"{'location': {'lat': 37.0461765, 'lng': -122.0311248}, 'viewport': {'northeast': {'lat': 37.04771343029149, 'lng': -122.0296152197085}, 'southwest': {'lat': 37.0450154697085, 'lng': -122.0323131802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Starbucks,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112336602381360133261"">Bob Nash</a>'], 'photo_reference': 'AW30NDxbvi7KaLe_xpRoNTqsPWq0Z08L1yc7HyoaqR4xgFeliL-8UJ6f78S-yYG574zQ0sRecVk3FVCAsO0-U9tswftuBRqhhEjHCmKTp3F5RzGr9tRMgge6tUuyhm1fOA3bD20rP3pMYkO0Ti62cmSqs6UfbK7WQlBU8btbK74JMs6Y4H_O', 'width': 1920}]",ChIJwf2sgM1AjoARcDKk1oiY2d0,"{'compound_code': '2XW9+FH Scotts Valley, CA, USA', 'global_code': '849V2XW9+FH'}",4.2,ChIJwf2sgM1AjoARcDKk1oiY2d0,GOOGLE,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",346.0,"Graham Plaza, 253 Mount Hermon Road, Scotts Valley",,2.0,{'open_now': True}
OPERATIONAL,"{'location': {'lat': 37.051421, 'lng': -122.073559}, 'viewport': {'northeast': {'lat': 37.0528162302915, 'lng': -122.0722782697085}, 'southwest': {'lat': 37.0501182697085, 'lng': -122.0749762302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Redwood Pizzeria,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110777968086066105229"">Rich Jones</a>'], 'photo_reference': 'AW30NDw1-GqAhkTmpBdkHtgaBnUs-2rTmYFOGW_LhXnHTHv-Kfdq5U9kkTxAGlf-iteP_aLx1XL4YY79ZuosP6cEzJrMzhlJXyMbdbKS0VUMUzu0ba-Syl3bvLEYDidSnCMhK5EiFxtBwNqjUaOz6hwA0Vqre1IDvVdmrHN9Tr8gH0ZLgegn', 'width': 4032}]",ChIJy5tDwKJGjoARujl9BG9WPjw,"{'compound_code': '3W2G+HH Felton, CA, USA', 'global_code': '849V3W2G+HH'}",4.6,ChIJy5tDwKJGjoARujl9BG9WPjw,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",256.0,"6205 California 9, Felton",,2.0,{'open_now': False}
