business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level,permanently_closed
OPERATIONAL,"{'location': {'lat': 44.93992309999999, 'lng': -122.9870764}, 'viewport': {'northeast': {'lat': 44.9411719302915, 'lng': -122.9857100197085}, 'southwest': {'lat': 44.9384739697085, 'lng': -122.9884079802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,McGrath's Fish House,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116947969669927569699"">Brandon Drake</a>'], 'photo_reference': 'AW30NDxlDrge2neTXDU25ppnQh9Nk-aVcRrK1tI2TwAj_VC6IXCayiufH2D6CErHs-ZayMxBClClAHtEXGwxCkFdTziMUnZaivOVQyJwqfqGYcRDqDUmWizGdsDs1BVF6Q9lylfrr1S7R9qpUlqusowoymNzYuOmdv1vzsycfJd2gXHYLAbS', 'width': 4032}]",ChIJs-6La9v-v1QR5LlT-1BBTVk,"{'compound_code': 'W2Q7+X5 Salem, OR, USA', 'global_code': '84PVW2Q7+X5'}",4.1,ChIJs-6La9v-v1QR5LlT-1BBTVk,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1823.0,"Willamette Town Center, 3805 Center Street Northeast, Salem",2.0,
OPERATIONAL,"{'location': {'lat': 44.94748449999999, 'lng': -123.0489078}, 'viewport': {'northeast': {'lat': 44.9487811302915, 'lng': -123.0476740197085}, 'southwest': {'lat': 44.9460831697085, 'lng': -123.0503719802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pizza Hut,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103021013361702039934"">Andrew Wiley</a>'], 'photo_reference': 'AW30NDyrO2uLOLDWTWQD32KsZ90g5-_k4md6zOgZDkc-7_UNZ9Pz7CpZL9lOUQFOce52Xqy7KKKpiVHkogdyknJ0yWgbaMRQ3XWIvrjHDSyzHPoCIrxDxYcc4g3JZRd1ZuCS8lT-koRAN20a7ViL5IPv18V2WJCjnviy3_36QHdjTC-QaAhC', 'width': 3264}]",ChIJaWWDwp__v1QRsuOt1RtWH_k,"{'compound_code': 'WXW2+XC Salem, OR, USA', 'global_code': '84PRWXW2+XC'}",3.7,ChIJaWWDwp__v1QRsuOt1RtWH_k,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",178.0,"560 Wallace Road Northwest Ste 160, Salem",1.0,
OPERATIONAL,"{'location': {'lat': 44.9371787, 'lng': -123.0389943}, 'viewport': {'northeast': {'lat': 44.93832218029149, 'lng': -123.0377122197085}, 'southwest': {'lat': 44.93562421970849, 'lng': -123.0404101802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Gamberetti's,{'open_now': True},"[{'height': 280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116493183891960019446"">Gamberetti&#39;s</a>'], 'photo_reference': 'AW30NDyzwSY2Db8xCNd8GAaYRnmKcbTP6yEwKyE11wj4USf0ja-zgbnbmQKTYaTPVrvq_qKkZ87wJhjqnMXVwWcOtdzcWLaqUPc3KRcHWKK_OhweFAftqpoN4pFM5l0Vaaq69OziTl0rbWwIsZL6_P4-49uuE8WjtHfI7ZBDoHs_6rse438C', 'width': 456}]",ChIJeaXwalb-v1QRj608YLlFmIk,"{'compound_code': 'WXP6+VC Salem, OR, USA', 'global_code': '84PRWXP6+VC'}",4.3,ChIJeaXwalb-v1QRj608YLlFmIk,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1138.0,"325 High Street Southeast, Salem",2.0,
OPERATIONAL,"{'location': {'lat': 44.8788847, 'lng': -123.0286709}, 'viewport': {'northeast': {'lat': 44.88047563029151, 'lng': -123.0273110197085}, 'southwest': {'lat': 44.87777766970851, 'lng': -123.0300089802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Padington's Pizza,{'open_now': True},"[{'height': 1702, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116014728237066874744"">Padington&#39;s Pizza</a>'], 'photo_reference': 'AW30NDwV43SegZdnAET9VtwyzOMCZM2sait9bmCBxISPtU4h_m67uF_6R70--mu3SjItMT2dWnVsPkkB0ppbJyVn4QjCYQzkL5MWabXfI0f_0TQeDRMMoC0NcdUpj1TgPYhKTvvWP41s9ksyK262NtwGm4Azf-OHwK5Ck8usFHkuCUxyBG_0', 'width': 3024}]",ChIJXXnZ63IHwFQRE_fYL8q0b2s,"{'compound_code': 'VXHC+HG Salem, OR, USA', 'global_code': '84PRVXHC+HG'}",4.2,ChIJXXnZ63IHwFQRE_fYL8q0b2s,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1328.0,"5255 Commercial Street Southeast, Salem",2.0,
OPERATIONAL,"{'location': {'lat': 44.9422152, 'lng': -122.9768038}, 'viewport': {'northeast': {'lat': 44.9435712302915, 'lng': -122.9758643697085}, 'southwest': {'lat': 44.9408732697085, 'lng': -122.9785623302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AMF Firebird Lanes,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107611114641290892414"">Steven Ito</a>'], 'photo_reference': 'AW30NDx-A_b-7IUQvVCDLKckDLika8elK15YtxKEu29ISB-Bi8aqD56fophMQtsH7wuYEsEde3eZDUC38qOCRUa8GsdxcxAK0BRZm4ZFqGkUjPg4mrnzfbsDs2ZUZ75qSw_ooXJK4xve-UBgj18Htt0NIV4hhOeY6hfFXB-aAljXEA0hW3A', 'width': 4032}]",ChIJPefJfcb-v1QRKbu8M_AQuY4,"{'compound_code': 'W2RF+V7 Salem, OR, USA', 'global_code': '84PVW2RF+V7'}",4.1,ChIJPefJfcb-v1QRKbu8M_AQuY4,GOOGLE,"['bowling_alley', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",746.0,"4303 Center Street Northeast, Salem",,
OPERATIONAL,"{'location': {'lat': 44.93978, 'lng': -123.060528}, 'viewport': {'northeast': {'lat': 44.94118573029149, 'lng': -123.0590887697085}, 'southwest': {'lat': 44.93848776970849, 'lng': -123.0617867302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Annette's Westgate,{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112833561282691640559"">Nathan Hoff</a>'], 'photo_reference': 'AW30NDx5mov07v28EckFMVELi3HzQGtlT3hvib8Wt1aAl6V3G4ZGR0OWCi93yWC1tbwZ9wt4XE9DhFU-tkWzHMhrVxEg9YP6BR8qv1mKWvQYiqC5oxdxXtZJGLGS3f_7QVY4jHI5T7H6TqqLTRyPVL8GyBUWvwXFJyPmv8t_YWwKl-gxTqSn', 'width': 1920}]",ChIJaSGup3n_v1QRQydIey6KPIs,"{'compound_code': 'WWQQ+WQ Salem, OR, USA', 'global_code': '84PRWWQQ+WQ'}",4.5,ChIJaSGup3n_v1QRQydIey6KPIs,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2249.0,"1311 Edgewater Street Northwest, Salem",2.0,
OPERATIONAL,"{'location': {'lat': 44.9227962, 'lng': -123.0117461}, 'viewport': {'northeast': {'lat': 44.9240435302915, 'lng': -123.0104152197085}, 'southwest': {'lat': 44.92134556970851, 'lng': -123.0131131802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Jack in the Box,{'open_now': True},"[{'height': 450, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108719799560788864591"">Allen Flower</a>'], 'photo_reference': 'AW30NDxURNkvqxThTkTJnKc5IZYVz8dJ-WLvEbjne_jjiVNgfy2md1lFl7l92etEj3oVANjMiszeHMtKqupBU67H6svU4uKt3TnDHn3wixACpjLk9neoL8PYDp_FccLIH3x5i51Ww6nsnX223XPwfnSSTzGNNp6SqLW7sbSK9GdWbYHv4c7e', 'width': 600}]",ChIJrWoWhjb_v1QRpo74S62laiQ,"{'compound_code': 'WXFQ+48 Salem, OR, USA', 'global_code': '84PRWXFQ+48'}",3.6,ChIJrWoWhjb_v1QRpo74S62laiQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1201.0,"2480 Mission Street Southeast, Salem",1.0,
OPERATIONAL,"{'location': {'lat': 44.9383037, 'lng': -123.0644931}, 'viewport': {'northeast': {'lat': 44.93954808029149, 'lng': -123.0631326697085}, 'southwest': {'lat': 44.9368501197085, 'lng': -123.0658306302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Walery's Premium Pizza,{'open_now': True},"[{'height': 986, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113656879517279731626"">Go to DrunkPhotography.com.</a>'], 'photo_reference': 'AW30NDzLSWvXlEOY_r69XwekwwxXogZ8ommE_d8Wl61e_8z5-UBF6C7DXDqzxhEIQ56c76v66tTBMQOhQUJ7w8Wq9OXwcz7xveqbYfnoKU-TIEVdIo76GoO5XhZY4imjzreLPPobWYPVjFILmozMBCMrYzSYf3CENd-m0Oaz_D8tdPufAOjF', 'width': 1315}]",ChIJGxLruX7_v1QRNNUHn7NR-Lg,"{'compound_code': 'WWQP+86 Salem, OR, USA', 'global_code': '84PRWWQP+86'}",4.5,ChIJGxLruX7_v1QRNNUHn7NR-Lg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2180.0,"1555 Edgewater Street Northwest, Salem",2.0,
OPERATIONAL,"{'location': {'lat': 44.911963, 'lng': -123.044774}, 'viewport': {'northeast': {'lat': 44.91332578029149, 'lng': -123.0435974697085}, 'southwest': {'lat': 44.91062781970849, 'lng': -123.0462954302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Five Guys,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112218804444051302736"">John Kirk</a>'], 'photo_reference': 'AW30NDzyBdPhyJLReKbptcr6C7mTEa0cF3kh74nr1Aq8RqItmpzB53IwDaVtq4hwBk9LuN17I7plQ_tT9SidMn6xZnS8Cco24YZrEHYmtFCzX5_ySXY9NIDfTwoLzNgns7MvbXZ4hIyt_DjJi7BsOj1FMifQEIIPeidu4vlewH5OSmspK1PU', 'width': 1920}]",ChIJNWdHYqkAwFQRAyk3Ks7qQ4c,"{'compound_code': 'WX64+Q3 Salem, OR, USA', 'global_code': '84PRWX64+Q3'}",4.3,ChIJNWdHYqkAwFQRAyk3Ks7qQ4c,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",734.0,"2990 Commercial Street Southeast Suite 100, Salem",2.0,
OPERATIONAL,"{'location': {'lat': 44.9469332, 'lng': -123.0505448}, 'viewport': {'northeast': {'lat': 44.94822208029149, 'lng': -123.0490401697085}, 'southwest': {'lat': 44.94552411970849, 'lng': -123.0517381302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Hawaiian Time,{'open_now': False},"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117057394020149402748"">Dave Worden</a>'], 'photo_reference': 'AW30NDzXVbg9u_KYnHm6u4TvaVYW3yo_wmnibvatL2yJ_i-Qb46bIYbEt2vGWzuvjQWSxEU9Iz0Xnppba13hZc1LvQWy2tCw6wc7QylS-ZN1N65b6l_4wz2RMQJ1X6pD7P3unXl7auSWPa-DMaspoHIq1HFxzkTZTV9HeCY7sY9nqZ2dZQUL', 'width': 4032}]",ChIJ939125__v1QRI82vZ8kBAMY,"{'compound_code': 'WWWX+QQ Salem, OR, USA', 'global_code': '84PRWWWX+QQ'}",4.2,ChIJ939125__v1QRI82vZ8kBAMY,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",932.0,"545 Wallace Road Northwest, Salem",2.0,
OPERATIONAL,"{'location': {'lat': 44.9399471, 'lng': -123.0393993}, 'viewport': {'northeast': {'lat': 44.9413754302915, 'lng': -123.0380283197085}, 'southwest': {'lat': 44.9386774697085, 'lng': -123.0407262802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Wild Pear,{'open_now': False},"[{'height': 4099, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114813692141761415228"">Max Rae</a>'], 'photo_reference': 'AW30NDzMvG_liqoUnRCWQn4G-LvWwsBDm2vw53DxXWEpiO3jF6uokw5C5h8tXrImo7Mf1nhizLWVdtaMxVOFOtT_6w0H6goXZ3eaO0vQXjgIkUWoHtThSPjid9_mZVyJJlo_6f30DHUHUrmuL0mVQHgmiai0wgsBvUjTNGYQSEPirdhYNC9U', 'width': 8198}]",ChIJ404DpnL_v1QRid9fz8Da04o,"{'compound_code': 'WXQ6+X6 Salem, OR, USA', 'global_code': '84PRWXQ6+X6'}",4.6,ChIJ404DpnL_v1QRid9fz8Da04o,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",727.0,"372 State Street, Salem",2.0,
OPERATIONAL,"{'location': {'lat': 44.9039888, 'lng': -123.0515812}, 'viewport': {'northeast': {'lat': 44.9054437302915, 'lng': -123.0498145197085}, 'southwest': {'lat': 44.9027457697085, 'lng': -123.0525124802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,McMenamins Thompson Brewery & Public House,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113212845148220997781"">Daniel Read IV</a>'], 'photo_reference': 'AW30NDzomqgsO5Ji1iC7OkujjP7PZ9qkWhg-GO-u4Mx9ooRPDHaTDzgDFd88I-8UEk9Jha9uYqBd_YuasSjPud3VlVrUcQv5BRwWfrTCyEAhXmONcITDqvsYwHfZBVv6UzP5eAHKsAh-hn9tPMA-IxgBYz2LuVA3MbUX77YPPedE2yn3yG3o', 'width': 3024}]",ChIJnRKI0UwHwFQR4CLPCGa9B1A,"{'compound_code': 'WW3X+H9 Salem, OR, USA', 'global_code': '84PRWW3X+H9'}",4.4,ChIJnRKI0UwHwFQR4CLPCGa9B1A,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",481.0,"3575 Liberty Road South, Salem",2.0,
OPERATIONAL,"{'location': {'lat': 44.93949240000001, 'lng': -122.9840496}, 'viewport': {'northeast': {'lat': 44.9408263302915, 'lng': -122.9828029197085}, 'southwest': {'lat': 44.9381283697085, 'lng': -122.9855008802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Papa Johns Pizza,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115387753170131609769"">Azurumi Shinji</a>'], 'photo_reference': 'AW30NDwZ4u0HBh3Ep3pPDcqlISq9sPV34Ih8GDdHRBq190uQpapmOEC6VUbFMZdB1PWvYRmmMLYmp9tjwOd5gyL0CdQpJTDmSStSHP-WAHc_AZbAw49XXUHlgDtFgvUEUh8acKdcppJvg37RxoHunxLRV8VOYYsahRr6Fa8uC7Q-yUXPvFCH', 'width': 3024}]",ChIJywtK08T-v1QRXHAoRMw0fYw,"{'compound_code': 'W2Q8+Q9 Salem, OR, USA', 'global_code': '84PVW2Q8+Q9'}",3.8,ChIJywtK08T-v1QRXHAoRMw0fYw,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",347.0,"3964 Center Street Northeast, Salem",1.0,
OPERATIONAL,"{'location': {'lat': 44.9413691, 'lng': -123.0337369}, 'viewport': {'northeast': {'lat': 44.94268883029151, 'lng': -123.0323163697085}, 'southwest': {'lat': 44.93999086970851, 'lng': -123.0350143302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Happy Bibim Bap House,{'open_now': False},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110278349135325027793"">Tatiana Pak</a>'], 'photo_reference': 'AW30NDy6DbXI1zmDRVLV8k2mjKhV_5QcVCdlIQ9KEnLbGogSK__BRXEWCtVBYlhTntE6CPLkPwUZd-nBYbqIzfHe8Q8s1rtImbbI2JRivgCuFHcGQ1cVnAkXzkEIQLUSaQ9BjMUjztsUfzfTyg4zM5tqmFxb4XoAJcDVrhf6qVSkRoccTiiB', 'width': 4032}]",ChIJ61nGdRL_v1QRt6SuDOXXHMM,"{'compound_code': 'WXR8+GG Salem, OR, USA', 'global_code': '84PRWXR8+GG'}",4.7,ChIJ61nGdRL_v1QRt6SuDOXXHMM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1905.0,"635 Chemeketa Street Northeast, Salem",1.0,
OPERATIONAL,"{'location': {'lat': 44.8815409, 'lng': -123.0284864}, 'viewport': {'northeast': {'lat': 44.8828792302915, 'lng': -123.0272160197085}, 'southwest': {'lat': 44.8801812697085, 'lng': -123.0299139802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Lanxang Lao Thai Cuisine,{'open_now': True},"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102479166879974118969"">Ben Reddaway</a>'], 'photo_reference': 'AW30NDzYxQfhGPQhgerJ1aPwO1bG0Ze1IKTSfxwv_NpYkSKysyMnN9--vOX9U3o6aiJ7EQipCbggQKNLNe74_A2yni1PE9KVyGIsjkiv6O3S6MsbID1Yz-LetyqgXTDi-KJVAXPiw9Ce2qGB7f33kqs-K4yMuFgND6zfDL5gJx5XxDq-mtmA', 'width': 3968}]",ChIJtbRvkW0HwFQRnRA_lTgsSDg,"{'compound_code': 'VXJC+JJ Salem, OR, USA', 'global_code': '84PRVXJC+JJ'}",4.6,ChIJtbRvkW0HwFQRnRA_lTgsSDg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",289.0,"5080 Commercial Street Southeast, Salem",2.0,
OPERATIONAL,"{'location': {'lat': 44.8915058, 'lng': -123.0607976}, 'viewport': {'northeast': {'lat': 44.8928146302915, 'lng': -123.0592861197085}, 'southwest': {'lat': 44.8901166697085, 'lng': -123.0619840802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Love Love Teriyaki :),{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100269617872479196703"">Abu Medinah</a>'], 'photo_reference': 'AW30NDxO-G0CYH4GlUY0Ny-gM_a0GaoS8XcktWRSsFy8hfrflPbfHk8hCqwznUugewCsFzqbczUhPVnJFrHC1C6heH9ZJ_lapTFN5xgZV0qN41902cbGUdYYF01o19HVl5cAfEEVISkZl5rB3ofJGOyBjO3VXYYBv00OTwApCP9HIgESyd-D', 'width': 4032}]",ChIJdSQjojAHwFQRPG2sG813kOE,"{'compound_code': 'VWRQ+JM Salem, OR, USA', 'global_code': '84PRVWRQ+JM'}",4.3,ChIJdSQjojAHwFQRPG2sG813kOE,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",374.0,"4555 Liberty Road South #250, Salem",1.0,
OPERATIONAL,"{'location': {'lat': 44.8501675, 'lng': -123.2058376}, 'viewport': {'northeast': {'lat': 44.8515897802915, 'lng': -123.2046407697085}, 'southwest': {'lat': 44.8488918197085, 'lng': -123.2073387302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,{'open_now': True},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113316087829636121875"">Christina Mae Ketcham</a>'], 'photo_reference': 'AW30NDxgJ5wSV2jLG5vuQC4e0WKAlCNB9BOP9u3fgT3iob6PD9tFj6qtAJR7HSrPj0k6Id9NsCywp09NIH0hcfQzQtvn1ltAOsJabSTXiE1yTIZwsYkMA6uC6vR9gtOGoyvg0pEUKVTrLpSs53_rO3tdxI-Pew_54k_LQQStYokN_YEzCUqL', 'width': 2560}]",ChIJ5XIpkp4EwFQRb5i82jpDmAc,"{'compound_code': 'VQ2V+3M Independence, OR, USA', 'global_code': '84PRVQ2V+3M'}",4.0,ChIJ5XIpkp4EwFQRb5i82jpDmAc,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",120.0,"1379 Monmouth Street, Independence",1.0,
OPERATIONAL,"{'location': {'lat': 44.8510224, 'lng': -123.2043001}, 'viewport': {'northeast': {'lat': 44.8523389802915, 'lng': -123.2029515197085}, 'southwest': {'lat': 44.8496410197085, 'lng': -123.2056494802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,San Antonio Mexican Restaurant,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102214564754029180153"">Jennie Wilder</a>'], 'photo_reference': 'AW30NDwzkiMBtIdLXyHMPzDujCYcmw0yBuEYnh7fwwaBU15IWiARL-6JecvfcA1DxKVV3MKo0pKLoHQndM08haSX1A1RnYwOYAZT0UKxBY85UXfb3ojoLj4QMIY9ThytSD2zwe0rBFZ8ttLZLZ2_zPj-ldRVt4WHIfJba_BKzAokuQ4Ekvi9', 'width': 4032}]",ChIJhxJzkZ4EwFQRVByT-X_c3M8,"{'compound_code': 'VQ2W+C7 Independence, OR, USA', 'global_code': '84PRVQ2W+C7'}",4.6,ChIJhxJzkZ4EwFQRVByT-X_c3M8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",535.0,"1311 Monmouth Street, Independence",2.0,
OPERATIONAL,"{'location': {'lat': 44.82778169999999, 'lng': -123.0123551}, 'viewport': {'northeast': {'lat': 44.8291171802915, 'lng': -123.0110208197085}, 'southwest': {'lat': 44.8264192197085, 'lng': -123.0137187802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Willamette Valley Vineyards,{'open_now': True},"[{'height': 1330, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102611355310719783425"">Willamette Valley Vineyards</a>'], 'photo_reference': 'AW30NDxAmbzufEnGxGnWKoYi0iUwPktgMGVeh-qz_yrO9i3XUYxiTux-Lp5k0j_BuIpU3-2cgztdDnCFaXHbprq1IeB66rM-VZYl6HU0UPTZhdwEKlNrUX0ufBujAJy8ueAkEQXdmYbVw5d4fdQXgUUrOTyH9eQvzy09rOnqJNaj-FInKhW9', 'width': 1885}]",ChIJEZsIboQIwFQRNy3yOiTKe_Y,"{'compound_code': 'RXHQ+43 Turner, OR, USA', 'global_code': '84PRRXHQ+43'}",4.7,ChIJEZsIboQIwFQRNy3yOiTKe_Y,GOOGLE,"['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",676.0,"8800 Enchanted Way Southeast, Turner",,
OPERATIONAL,"{'location': {'lat': 44.8914513, 'lng': -123.0599614}, 'viewport': {'northeast': {'lat': 44.8927511802915, 'lng': -123.0586918697085}, 'southwest': {'lat': 44.8900532197085, 'lng': -123.0613898302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103293334785228256326"">Skye Johnson</a>'], 'photo_reference': 'AW30NDzCcQNg9EPGjHrT_RLh7ItS2o-0GENeWP3l6WDI5wasl42ITihP_5r0IKr3nV-YhtXTf1dJ3rV5sgdwrCLWkh1xltjK0GNFoiGlX9zjt9yRpRtG9aRQdlaKCK2ObYxt8sp-yjb6MkL_-HITnzXxwIHBp54nWZ6pK_MJus0nbwWNjnYZ', 'width': 4032}]",ChIJr7WdpDAHwFQRhIce_lI10S0,"{'compound_code': 'VWRR+H2 Salem, OR, USA', 'global_code': '84PRVWRR+H2'}",3.7,ChIJr7WdpDAHwFQRhIce_lI10S0,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",215.0,"4511 Liberty Road South Suite 500, Salem",1.0,
OPERATIONAL,"{'location': {'lat': 44.891676, 'lng': -123.0606647}, 'viewport': {'northeast': {'lat': 44.89303888029149, 'lng': -123.0591807697085}, 'southwest': {'lat': 44.89034091970849, 'lng': -123.0618787302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Garlic Jim's Famous Gourmet Pizza,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100269617872479196703"">Abu Medinah</a>'], 'photo_reference': 'AW30NDwjHPamDRt1myAhXxcrX6Gb5u9hqGUL0hRvFddCHy_9Oc6EHnTwLBqEDS21Xg5NpUxgx3C81eYDGwJdkT1ttb_ZS2v49pQTuhpR1DuXNIxcckiGGUUS1zpUeoJlAqadyNduNNJdVaAMy3ez4_FihvYXeEugRW-Ez8etogbBydgmvc-c', 'width': 4032}]",ChIJdSQjojAHwFQR8El6s1pTOdA,"{'compound_code': 'VWRQ+MP Salem, OR, USA', 'global_code': '84PRVWRQ+MP'}",4.2,ChIJdSQjojAHwFQR8El6s1pTOdA,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",93.0,"4555 Liberty Road South Suite #200, Salem",2.0,
